Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,
SHELTON CANNABIS COMPANY                     ,426677,6042530810010001,1065 SE STATE ROUTE 3         ,                         ,SHELTON                 ,WA,MASON,985849195,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180703,4044063054,
SKAGIT 419                                   ,421063,6035559210010001,16915 STATE ROUTE 20          ,                         ,MOUNT VERNON            ,WA,SKAGIT,982736922,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,3608409814,
SKAGIT NATURAL MEDICINE LLC                  ,422774,6036003860010001,9660 OLD HWY N RD STE C       ,                         ,BURLINGTON              ,WA,SKAGIT,982338106,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,4255126880,
SKY HIGH POT SHOP                            ,414749,6036006740010003,6167 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489363,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180320,2063357713,
SKY HIGH POT SHOP                            ,422710,6036006740010002,1438 W HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983639455,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180329,2534051918,
SLOW BURN                                    ,414508,6041671280010001,1300 N 40TH ST STE 111        ,                         ,YAKIMA                  ,WA,YAKIMA,989080000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180604,5099526087,
SMOKANE                                      ,414101,6033547170010003,17 N RALPH ST STE 102         ,                         ,SPOKANE                 ,WA,SPOKANE,992024826,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170808,2069100199,
SMOKANE                                      ,425362,6033547170010004,3801 E SPRAGUE AVE            ,                         ,SPOKANE                 ,WA,SPOKANE,992020000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180108,5095364000,
SMOKING CROW                                 ,422139,6040518810010001,4264 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269042,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180730,3604562882,
SMUGGLER BROTHERS                            ,413762,6033558930010001,1912 STATE ROUTE 20           ,                         ,SEDRO WOOLLEY           ,WA,SKAGIT,982840000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171227,3606473437,
SPARKET                                      ,086823,6033568390010006,1215 E FRONT ST               ,                         ,PORT ANGELES            ,WA,CLALLAM,983624309,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180103,3604604902,
SPARKET                                      ,414223,6033568390010001,1403 E 1ST ST                 ,                         ,PORT ANGELES            ,WA,CLALLAM,983624607,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161121,9286997657,
SPOKANE GREEN LEAF                           ,413347,6033507120010002,9107 N COUNTRY HOMES BLVD STEB,                         ,SPOKANE                 ,WA,SPOKANE,992182071,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160212,5099193467,
SPOKANE GREEN LEAF                           ,422146,6033507120010003,9107 N COUNTRY HOMES BLVD #13 ,STE 13                   ,SPOKANE                 ,WA,SPOKANE,992185007,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171127,5099193467,
STAR 21                                      ,421695,6034471240010003,11042 1ST AVENUE S            ,                         ,SEATTLE                 ,WA,KING,981681402,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180118,2533025792,
STAR OUTLET                                  ,422010,6034471240010004,7157 GUIDE MERIDIAN RD #3     ,#3                       ,LYNDEN                  ,WA,WHATCOM,982649213,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171020,2533025792,
STARBUDS                                     ,414805,6033488190010002,2304 S 1ST ST STE A           ,                         ,YAKIMA                  ,WA,YAKIMA,989031602,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160311,4258793191,
STARBUDS                                     ,422390,6033488190010006,2517 HOWARD AVE UNIT B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982036103,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171031,4258793191,
STATION 420                                  ,413596,6034083570010001,4007 MAIN ST                  ,                         ,UNION GAP               ,WA,YAKIMA,989032040,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180730,5094203430,
STATION 420                                  ,414250,6034083570010002,4315 MAIN ST STE A            ,                         ,UNION GAP               ,WA,YAKIMA,989032115,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180214,5098335800,
STATION 420                                  ,426284,6034083570010004,2704 MAIN ST                  ,                         ,UNION GAP               ,WA,YAKIMA,989031754,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180214,5094524200,
STEVES GREENS                                ,414353,6033490000010002,800 164TH ST SE STE O         ,                         ,MILL CREEK              ,WA,SNOHOMISH,980126301,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131217,4253503881,
STICKY'S                                     ,413836,6033444280010003,7831 NE HIGHWAY 99            ,                         ,VANCOUVER               ,WA,CLARK,986658836,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160314,5099521602,
STICKY'S                                     ,421326,6033444280010004,9411 NE HIGHWAY 99 STE 4      ,                         ,VANCOUVER               ,WA,CLARK,986658969,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171019,5099521602,
SUPERNOVA HEMP                               ,415086,6033585970010001,13333 BEL RED RD              ,                         ,BELLEVUE                ,WA,KING,980052332,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,9174436112,
SWEET GREENS NORTHWEST                       ,413847,6033557960010002,19943 OLD HWY 99 SW           ,                         ,ROCHESTER               ,WA,THURSTON,985798689,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171212,3608587630,
SWEET JANE                                   ,413503,6033504570010001,5815 112TH ST E               ,                         ,PUYALLUP                ,WA,PIERCE,983730000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170113,2063341780,
SWEET JANE                                   ,423829,6033504570010004,9507 STATE ROUTE 302 NW # B   ,                         ,GIG HARBOR              ,WA,PIERCE,983297102,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,2532457831,
SWEET LEAF CANNABIS CO                       ,415523,6033591150010002,100 OLD HILL RD               ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985207300,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180122,3605325758,
SWEET LEAF LLC                               ,422877,6033216120010005,9401 STATE ROUTE 302 NW STE B ,                         ,GIG HARBOR              ,WA,PIERCE,983297107,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3605092931,
SWEET LEAF LLC                               ,422896,6033216120010006,3010 BRIDGEPORT WAY W         ,                         ,UNIVERSITY PLACE        ,WA,PIERCE,984664617,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2535495338,
SWEET MARY JANE'S                            ,412467,6018365980010001,4525 5TH AVE NE               ,                         ,SEATTLE                 ,WA,KING,981054816,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131120,2069620346,
SWEET RELEAF                                 ,413385,6035798560010003,14637 STATE ROUTE 20          ,                         ,MOUNT VERNON            ,WA,SKAGIT,982737276,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180126,2069621025,
SWEET RELEAF CANNABIS                        ,422793,6035993890010001,728 6TH ST STE B              ,                         ,CLARKSTON               ,WA,ASOTIN,994032012,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2069621025,
SWEET RELEAF LLC                             ,422773,6035993890010002,4212 W CLEARWATER AVE         ,                         ,KENNEWICK               ,WA,BENTON,993362626,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2069621025,
SWEET RELIEF CANNABIS EXPRESS                ,422336,6035881820010001,1009 E YAKIMA AVE             ,                         ,YAKIMA                  ,WA,YAKIMA,989012558,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171220,3609096327,
SWEET RELIEF CANNABIS EXPRESS                ,422460,6035784900010003,"2947 E HWY 101  STE A, B      ",SUITE A AND B            ,PORT ANGELES            ,WA,CLALLAM,983629059,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171202,3609096327,
SWEET RELIEF CENTRAL                         ,422905,6036031610010001,320 N KELLOGG ST  STE C       ,                         ,KENNEWICK               ,WA,BENTON,993364944,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,3609096327,
T BROTHERS BUD LODGE                         ,414002,6034682750010001,5740 RUDDEL RD  STE C         ,                         ,LACEY                   ,WA,THURSTON,985030000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180403,3607917139,
T.H.C.SUPERMARKET                            ,415198,6034419900010001,23221 EDMONDS WAY STE A       ,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,980260000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171017,4259675800,
TACOMA HOUSE OF CANNABIS                     ,421506,6035188950010002,2502 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984052710,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170217,3607853843,
TACOMA HOUSE OF CANNABIS                     ,424473,6035188950010005,2632 S 38TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984097304,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170628,2532413261,
TEAM CREME                                   ,414663,6040588840010001,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986611246,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180529,5093276833,
THC CONNECTION                               ,420894,6035539380010001,11325 HIGHWAY 99              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044816,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171007,2083403970,
THC OF LACEY                                 ,421335,6040474400010002,6725 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165541,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,3605397291,
THC OF OLYMPIA                               ,368015,6040474400010003,5628 OLD HWY 410 SW STE A     ,STE A                    ,OLYMPIA                 ,WA,THURSTON,985129422,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180228,3605616364,
THC OF OLYMPIA                               ,421069,6040474400010001,3203 MARTIN WAY E  STE D      ,                         ,OLYMPIA                 ,WA,THURSTON,985064951,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,3605397291,
THE 420 GRASS STATION                        ,421786,6035340690010001,6131 CAPITOL BLVD S SUITE B   ,                         ,TUMWATER                ,WA,THURSTON,985015270,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170517,3604026368,
THE BACK PORCH                               ,415645,6032552340010002,907 N WENATCHEE AVENUE STE B  ,                         ,WENATCHEE               ,WA,CHELAN,985011572,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171108,5096699160,
THE BAKE SHOP                                ,413426,6034131030010002,19705 N GRIFFIN RD            ,                         ,PROSSER                 ,WA,BENTON,993500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180418,5097782512,
THE BAKEREE                                  ,421261,6035582520010001,74 S LUCILE ST STE 102        ,                         ,SEATTLE                 ,WA,KING,981342444,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180517,2063106620,
THE BIG BUD MART                             ,422205,6035518250010005,6326 MARTIN WAY E SUITE 207   ,                         ,LACEY                   ,WA,THURSTON,985165561,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170630,2063900295,
THE BLACK MARKET                             ,353993,6033479560010006,428 10TH ST                   ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180131,2535721500,
THE CANNABIS CORNER                          ,413897,6033591250010001,420 EVERGREEN DR N            ,                         ,NORTH BONNEVILLE        ,WA,SKAMANIA,986394619,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180111,9715701621,
THE CANNABIS OASIS                           ,423372,6034797720010003,2128 S 37TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984097445,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180524,3604026368,
THE EVERGREEN MARKET - REDMOND               ,422663,6035985560010001,RETAIL TITLE CERTIFICATE      ,                         ,BELLEVUE                ,WA,KING,980050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180622,4256812093,
THE FIRE HOUSE                               ,400772,6035877310010001,1714 CANYON RD                ,                         ,ELLENSBURG              ,WA,KITTITAS,989269739,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180215,3607910112,
THE FORBIDDEN FLOWER                         ,413903,6033591970010002,1701 NW MARKET ST             ,                         ,SEATTLE                 ,WA,KING,981075225,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131220,2062350635,
THE FORBIDDEN FLOWER                         ,422328,6033555980010003,RETAIL TITLE CERTIFICATE      ,                         ,KENNEWICK               ,WA,BENTON,993362677,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180716,2062350635,
THE GALLERY - SOUTH HILL                     ,414130,6033548700010001,10115 167TH ST CT E           ,PARCEL 7109000010        ,PUYALLUP                ,WA,PIERCE,98375    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131221,2538586202,
THE GALLERY CANYON                           ,413813,6033548610010001,11821 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,983734453,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171116,3052988577,
THE GALLERY FIFE                             ,413812,6033548590010001,5303 PACIFIC HWY E            ,                         ,FIFE                    ,WA,PIERCE,984242601,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171116,2538586202,
THE GALLERY PARKLAND                         ,413258,6033367320010001,13005 PACIFIC AVE SOUTH       ,                         ,TACOMA                  ,WA,PIERCE,984444857,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180728,3052988577,
THE GALLERY SPANAWAY                         ,413420,6033367320010002,21802 MOUNTAIN HWY E  STE 1   ,                         ,SPANAWAY                ,WA,PIERCE,983870000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180728,3052988577,
THE GRASS IS ALWAYS GREENER                  ,413564,6034023580010001,7505 W LAKE SAMMAMISH PKY NE B,NE SUITE B               ,REDMOND                 ,WA,KING,980524302,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180627,2064094398,
THE GRASS STATION                            ,422658,6035551830010006,103B GALBREATH WAY            ,                         ,RITZVILLE               ,WA,ADAMS,991690000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180125,5092187818,
THE GRASS STATION                            ,423092,6035551830010004,403 FRONTAGE RD               ,                         ,GEORGE                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170504,5093158459,
THE GRASS STATION                            ,424877,6035551830010007,216 ROYAL ANNE DR SW          ,                         ,GEORGE                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171002,3609298637,
THE GREEN DOOR                               ,415410,6034196260010001,28120 HWY 410 E UNIT A8       ,                         ,BUCKLEY                 ,WA,PIERCE,983218482,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180706,2532248299,
THE GREEN DOOR SEATTLE                       ,413357,6031793430010002,708 RAINIER AVE S  #108/109   ,                         ,SEATTLE                 ,WA,KING,981442814,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170912,2066187133,
THE GREEN DOOR SEATTLE                       ,414425,6031793430010003,828 RAINIER AVE S             ,                         ,SEATTLE                 ,WA,KING,981442838,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180214,2065510403,
THE GREEN NUGGET                             ,412490,6033490250010001,1919 E FRANCIS AVE SUITE A    ,                         ,SPOKANE                 ,WA,SPOKANE,992082747,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180719,5093092130,
THE GREEN NUGGET                             ,427121,6033490250010008,322 E FRANCIS AVE             ,STE A                    ,SPOKANE                 ,WA,SPOKANE,992081086,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180719,5093092130,
THE GREEN RECREATIONAL CANNABIS              ,413603,6034431900010001,RETAIL TITLE CERTIFICATE      ,                         ,KENT                    ,WA,KING,980322718,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180726,2065793661,
THE GREEN ROOM                               ,414696,6033602010010002,300 W MILL PLAIN BLVD         ,                         ,VANCOUVER               ,WA,CLARK,986602979,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,3606094544,
THE GREEN SEED                               ,086054,6033463060010002,412 S INTERLAKE RD            ,                         ,MOSES LAKE              ,WA,GRANT,988372908,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171127,5098552271,
THE GREEN SEED                               ,412495,6033463060010001,8420 ASPI BLVD STE 3          ,                         ,MOSES LAKE              ,WA,GRANT,988373601,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170609,5098552271,
THE GREEN SHELF                              ,414958,6033586820010001,400 S. MAIN STREET            ,UNIT #1                  ,ELLENSBURG              ,WA,KITTITAS,989263689,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180726,2065560305,
THE GREENHOUSE GROUP LLC                     ,420407,6033583120010004,RETAIL TITLE CERTIFICATE      ,                         ,RENTON                  ,WA,KING,980575321,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180606,2063952036,
THE GREENHOUSE GROUP LLC                     ,420633,6033583120010006,355 RAINIER AVE NORTH  STE B  ,STE B                    ,RENTON                  ,WA,KING,980575321,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171229,2063952036,
THE HAPPY CROP SHOPPE                        ,413481,6033395640010004,50 ROCK ISLAND RD             ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988025352,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180226,5098881597,
THE HAPPY CROP SHOPPE                        ,413600,6033395640010003,5736 VALE RD                  ,                         ,CASHMERE                ,WA,CHELAN,988150000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171024,5098882454,
THE HAPPY CROP SHOPPE                        ,420934,6034229530010001,1210 N WENATCHEE AVE STE J    ,                         ,WENATCHEE               ,WA,CHELAN,988016707,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180723,5096696835,
THE HERBAL CENTER                            ,415484,6033274470010002,449 WICHMAN ST S STE A        ,                         ,TENINO                  ,WA,THURSTON,985899376,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170928,3608274217,
THE HERBAL GARDENS                           ,414446,6033260490010002,824 S 28TH ST                 ,                         ,TACOMA                  ,WA,PIERCE,984098105,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160819,2532725265,
THE HERBAL GARDENS                           ,414962,6033588470010001,1105 RIVER ROAD               ,                         ,PUYALLUP                ,WA,PIERCE,983710000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180129,2533530740,
THE HERBAL GARDENS                           ,423634,6033260490010004,4803 CENTER STREET STE A      ,                         ,TACOMA                  ,WA,PIERCE,984092319,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170807,2532725265,
THE HERBAL GARDENS                           ,426198,6033588470010003,RETAIL TITLE CERTIFICATE      ,                         ,PUYALLUP                ,WA,PIERCE,983713313,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180529,2533530740,
THE HERBERY                                  ,071368,6033550310010004,330 NE CHKALOV DR STE C & D   ,STE C & D                ,VANCOUVER               ,WA,CLARK,986845032,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171116,3609079694,
THE HERBERY                                  ,084045,6033550310010001,212 NE 164TH AVE STE 11       ,                         ,VANCOUVER               ,WA,CLARK,986840000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180723,3609490319,
THE HERBERY                                  ,413848,6033550310010002,6018 NE ST JOHNS RD STE D     ,                         ,VANCOUVER               ,WA,CLARK,986610000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180403,3609490319,
THE HERBERY                                  ,415557,6033585350010002,3312 W NOB HILL BLVD          ,                         ,YAKIMA                  ,WA,YAKIMA,989020000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160908,3609079694,
THE HERBERY                                  ,426563,6033550310010005,6018 NE ST JOHNS RD STE D     ,                         ,VANCOUVER               ,WA,CLARK,986610000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180403,3608417505,
THE HIDDEN BUSH                              ,412921,6033511330010001,3230 E HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983629073,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,3604529395,
THE JOINT                                    ,076458,6033488710010006,2409 PACIFIC AVE              ,                         ,TACOMA                  ,WA,PIERCE,984022910,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180410,4254710283,
THE JOINT                                    ,413677,6035652650010002,1840 JAMES ST                 ,                         ,BELLINGHAM              ,WA,WHATCOM,982254623,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171223,3602200439,
THE JOINT                                    ,414065,6033488710010003,1510 N WENATCHEE AVE          ,                         ,WENATCHEE               ,WA,CHELAN,988011157,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,4254710283,
THE JOINT                                    ,420389,6033025530010006,14325 1ST AVE S STE B         ,                         ,BURIEN                  ,WA,KING,981683418,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,2062255555,
THE JOINT                                    ,420801,6035879910010002,9574 OLD HWY 99 NORTH RD STE B,                         ,BURLINGTON              ,WA,SKAGIT,982336811,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180222,3607550755,
THE JOINT                                    ,421804,6033531960010004,4336 ROOSEVELT WAY NE STE C   ,                         ,SEATTLE                 ,WA,KING,981054764,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,2062854005,
THE JOINT                                    ,422448,6033488710010007,RETAIL TITLE CERTIFICATE      ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180625,4254710283,
THE JOINT                                    ,426606,6033488710010008,3502 S 74TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984093912,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,4254710283,
THE KUSHERY                                  ,415507,6033594840010002,5626 134TH PL SE STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982080000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180306,4256337515,
THE KUSHERY                                  ,415513,6035088960010001,19258 15TH AVE NE STE B       ,                         ,LAKE FOREST PARK        ,WA,KING,981552315,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180418,4252098924,
THE KUSHERY                                  ,415517,6033594830010003,18026 STATE ROUTE 9 SE STE 2  ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982965330,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171120,3608633256,
THE LOCAL POT SHOP LLC                       ,422823,6036041800010001,3213 S 38TH ST STE A-3        ,                         ,TACOMA                  ,WA,PIERCE,984095617,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2533768562,
THE LUCKY LEAF                               ,413295,6035727170010002,3411 N CAPITOL AVE STE A      ,                         ,PASCO                   ,WA,FRANKLIN,993010000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180725,4252603482,
THE M STORE                                  ,415303,6035683400010001,1503 A E NOB HILL BLVD        ,                         ,YAKIMA                  ,WA,YAKIMA,989010000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180118,4252603482,
THE NOVEL TREE                               ,414983,6033520850010002,1817 130TH AVE NE SUITE B & C ,                         ,BELLEVUE                ,WA,KING,980052225,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171024,3609301700,
THE OL' POT SHOPPE                           ,424647,6035688340010006,RETIAL TITLE CERTIFICATE      ,                         ,YAKIMA                  ,WA,YAKIMA,989088929,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180123,5094065852,
THE POT SHOP BELLINGHAM                      ,420800,6040339750010001,2119 LINCOLN STREET           ,                         ,BELLINGHAM              ,WA,WHATCOM,982254147,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170831,3606710111,
THE REEF                                     ,413870,6033559500010002,1107 N CALLOW AVE STE C       ,                         ,BREMERTON               ,WA,KITSAP,983123007,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,2066866362,
THE REEF                                     ,421332,6041066530010001,3405 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981341904,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180404,2066866362,
THE REEF                                     ,426562,6041066530010002,1525 E OLIVE WAY STE B        ,                         ,SEATTLE                 ,WA,KING,981222129,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180710,2066866362,
THE RETAIL POT SHOP                          ,412027,6016367550010002,7824 RIVER ROAD E             ,SUITE B                  ,PUYALLUP                ,WA,PIERCE,983713886,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171113,2532250200,
THE ROACH 420                                ,414216,6033524760010002,133 STATE AVE                 ,                         ,BREWSTER                ,WA,DOUGLAS,988129643,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171120,5098607111,
THE ROOT CELLAR                              ,415343,6033551240010001,23632 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985288309,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171209,3604348767,
THE SLOW BURN                                ,413773,6034102670010001,4101 MAIN STREET              ,                         ,UNION GAP               ,WA,YAKIMA,989032042,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170616,5098234792,
THE SLOW BURN                                ,414470,6034102670010002,1151 MARKET ST                ,                         ,UNION GAP               ,WA,YAKIMA,989030000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170601,5094522787,
THE SLOW BURN                                ,414996,6034139420010001,4278C W VAN GIESEN ST         ,                         ,WEST RICHLAND           ,WA,BENTON,993535066,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170601,5093140968,
THE SMOKIAM                                  ,088262,6026786860010003,112 DAISY ST S                ,                         ,SOAP LAKE               ,WA,GRANT,988519119,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131225,5092899443,
THE SOURCE                                   ,420292,6031478630010001,5300 17TH AVE NW              ,STE A                    ,SEATTLE                 ,WA,KING,981073815,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,2063952036,
THE SPOT ON EVERGREEN                        ,422505,6036038270010001,4204 RUSSELL RD STE A         ,                         ,MUKILTEO                ,WA,SNOHOMISH,982755424,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4258924563,
THE STASH BOX                                ,412494,6033500580010001,3108 A ST SE STE F            ,                         ,AUBURN                  ,WA,KING,980028811,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180124,2537970959,
THE TOP SHELF                                ,414716,6033576000010002,1305 S HAYFORD RD STE A       ,                         ,AIRWAY HEIGHTS          ,WA,SPOKANE,992245276,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180313,5099444350,
THE VAULT                                    ,413926,6034686340010001,207 E SPRAGUE AVE UNIT 213    ,                         ,SPOKANE                 ,WA,SPOKANE,992020000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171228,4252488559,
THE VAULT                                    ,426050,6034686340010003,2720 E 29TH AVE               ,                         ,SPOKANE                 ,WA,SPOKANE,992234808,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180108,4252488559,
THE VAULT CANNABIS                           ,088920,6033553980010005,1323 E PIONEER HWY            ,                         ,STANWOOD                ,WA,SNOHOMISH,982920000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180727,4252488559,
